request_id,journey_id,portion_id,flight_id,RBD,datetime,DepartureAirport,ArrivalAirport,DepartureTime,Cabin,State
0,1,1,1,B,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,H,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,K,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,M,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,L,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,V,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,S,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,N,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,Q,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,O,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,1,G,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,1,1,2,J,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,C,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,D,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,R,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,I,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,U,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,J,9
0,1,1,2,Y,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,B,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,H,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,K,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,M,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,L,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,F,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,0
0,1,1,2,V,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,S,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,G,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,Z,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,0
0,1,1,2,N,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,Q,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,O,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,A,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,1,1,2,X,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:25:00,Y,9
0,2,2,3,J,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,J,7
0,2,2,3,C,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,J,7
0,2,2,3,D,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,J,7
0,2,2,3,R,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,J,7
0,2,2,3,I,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,J,7
0,2,2,3,W,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,W,1
0,2,2,3,E,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,W,1
0,2,2,3,T,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,W,1
0,2,2,3,Y,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,B,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,H,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,K,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,M,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,L,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,V,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,S,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,N,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,Q,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,O,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,3,G,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T06:50:00,Y,7
0,2,2,4,J,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,J,7
0,2,2,4,C,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,J,4
0,2,2,4,D,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,J,3
0,2,2,4,R,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,J,4
0,2,2,4,I,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,J,0
0,2,2,4,Y,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,B,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,H,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,K,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,M,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,L,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,6
0,2,2,4,F,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,V,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,S,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,6
0,2,2,4,Z,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,6
0,2,2,4,N,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,Q,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,O,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,A,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,G,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,9
0,2,2,4,W,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,E,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,2,2,4,T,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T11:45:00,Y,0
0,3,3,5,J,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,J,7
0,3,3,5,C,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,J,7
0,3,3,5,D,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,J,7
0,3,3,5,R,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,J,7
0,3,3,5,I,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,J,7
0,3,3,5,W,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,W,7
0,3,3,5,E,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,W,7
0,3,3,5,T,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,W,7
0,3,3,5,Y,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,B,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,H,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,K,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,M,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,L,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,V,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,S,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,N,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,Q,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,O,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,5,G,2023-02-01T14:36:16.065254+01:00,JFK,BCN,2023-02-02T08:40:00,Y,7
0,3,3,6,J,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,6
0,3,3,6,C,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,6
0,3,3,6,D,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,5
0,3,3,6,R,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,5
0,3,3,6,I,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,5
0,3,3,6,U,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,J,1
0,3,3,6,Y,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,B,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,H,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,K,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,M,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,L,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,F,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,0
0,3,3,6,V,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,9
0,3,3,6,S,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,7
0,3,3,6,G,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,4
0,3,3,6,Z,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,0
0,3,3,6,N,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,7
0,3,3,6,Q,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,6
0,3,3,6,O,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,4
0,3,3,6,A,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,5
0,3,3,6,X,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:00:00,Y,1
0,4,4,7,J,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,J,6
0,4,4,7,C,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,J,6
0,4,4,7,D,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,J,6
0,4,4,7,R,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,J,6
0,4,4,7,I,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,J,6
0,4,4,7,W,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,W,2
0,4,4,7,E,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,W,1
0,4,4,7,T,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,W,0
0,4,4,7,Y,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,B,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,H,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,K,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,M,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,L,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,V,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,S,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,N,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,Q,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,O,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,7,G,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:45:00,Y,9
0,4,4,8,J,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,C,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,D,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,R,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,I,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,U,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,J,9
0,4,4,8,Y,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,B,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,H,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,K,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,M,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,L,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,F,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,V,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,S,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,G,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,Z,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,N,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,Q,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,O,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,A,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,4,4,8,X,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T14:10:00,Y,9
0,5,5,9,J,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,J,0
0,5,5,9,C,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,J,0
0,5,5,9,D,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,J,0
0,5,5,9,R,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,J,0
0,5,5,9,I,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,J,0
0,5,5,9,W,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,W,6
0,5,5,9,E,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,W,4
0,5,5,9,T,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,W,2
0,5,5,9,Y,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,B,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,H,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,K,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,M,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,L,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,V,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,S,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,N,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,Q,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,O,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,9,G,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T07:05:00,Y,9
0,5,5,10,J,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,C,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,D,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,R,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,I,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,U,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,J,6
0,5,5,10,Y,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,B,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,H,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,K,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,M,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,L,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,F,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,V,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,S,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,G,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,Z,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,N,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,Q,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,O,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,A,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,5,5,10,X,2023-02-01T14:36:16.065254+01:00,JFK,MAD,2023-02-02T12:45:00,Y,9
0,6,6,11,J,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,J,7
0,6,6,11,C,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,J,7
0,6,6,11,D,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,J,7
0,6,6,11,R,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,J,7
0,6,6,11,I,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,J,7
0,6,6,11,W,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,W,7
0,6,6,11,E,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,W,7
0,6,6,11,T,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,W,7
0,6,6,11,Y,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,B,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,H,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,K,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,M,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,L,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
0,6,6,11,V,2023-02-01T14:36:16.065254+01:00,JFK,LHR,2023-02-02T08:35:00,Y,7
